Gene names,organelle,source,name,RNA_tpm,protein_nM,Itzhak_annotation,Gingras_annotation_concordant,Gingras_annotation_NMF,Gingras_annotation_SAFE,Uniprot_curation,GO_cellular_compartment
MANBA,lysosome,Schroder2019,Beta-mannosidase,11.7980764,9.700545656,Lysosome,NA,NA,NA,Lysosome {ECO:0000305}.,azurophil granule membrane [GO:0035577]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
MPO,lysosome,Schroder2019,Myeloperoxidase,0,NA,NA,NA,NA,NA,Lysosome.,azurophil granule [GO:0042582]; azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; phagocytic vesicle lumen [GO:0097013]; secretory granule [GO:0030141]
NAGA,lysosome,Schroder2019,Alpha-N-acetylgalactosaminidase,24.45225,8.140536296,Lysosome,NA,NA,NA,Lysosome {ECO:0000269|PubMed:9741689}.,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; lysosome [GO:0005764]
NAGLU,lysosome,Schroder2019,Alpha-N-acetylglucosaminidase,39.83908333,46.51205172,Peroxisome,NA,NA,NA,Lysosome.,extracellular exosome [GO:0070062]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
NEU1,lysosome,Schroder2019,Sialidase-1,30.77995971,30.41214393,Peroxisome,NA,NA,NA,"Lysosome membrane; Peripheral membrane protein; Lumenal side. Lysosome lumen. Cell membrane. Cytoplasmic vesicle. Lysosome {ECO:0000269|PubMed:25153125}. Note=Localized not only on the inner side of the lysosomal membrane and in the lysosomal lumen, but also on the plasma membrane and in intracellular vesicles.",cell junction [GO:0030054]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; plasma membrane [GO:0005886]; specific granule lumen [GO:0035580]
NEU4,lysosome,Schroder2019,Sialidase-4,0.136241533,NA,NA,NA,NA,NA,"[Isoform 1]: Cell membrane {ECO:0000269|PubMed:21521691}; Peripheral membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15847605}; Peripheral membrane protein. Microsome membrane {ECO:0000269|PubMed:15847605}; Peripheral membrane protein. Mitochondrion membrane {ECO:0000269|PubMed:15847605, ECO:0000269|PubMed:19797320}; Peripheral membrane protein. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q8BZL1}. Note=Predominantly associates with endoplasmic reticulum membranes. Only a small fraction associates with mitochondrial and plasma membranes. {ECO:0000269|PubMed:19797320, ECO:0000269|PubMed:21521691}.; [Isoform 2]: Mitochondrion inner membrane {ECO:0000269|PubMed:15847605}; Peripheral membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:15847605, ECO:0000269|PubMed:19797320}; Peripheral membrane protein. Lysosome lumen {ECO:0000269|PubMed:15213228}. Note=According to PubMed:15213228, isoform 2 is soluble, N-glycosylated and found in the lumen of lysosomes. However, no signal sequence nor N-glycosylation site is predicted from the sequence.",cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; neuron projection [GO:0043005]; organelle inner membrane [GO:0019866]; plasma membrane [GO:0005886]
NPC2,lysosome,Schroder2019,NPC intracellular cholesterol transporter 2,80.8054138,904.534318,Lysosome,NA,NA,NA,"Secreted {ECO:0000269|PubMed:11125141, ECO:0000269|PubMed:15937921, ECO:0000269|PubMed:19723497, ECO:0000269|PubMed:21315718}. Endoplasmic reticulum {ECO:0000269|PubMed:19723497}. Lysosome {ECO:0000269|PubMed:15937921, ECO:0000269|PubMed:19723497, ECO:0000305|PubMed:11125141}. Note=Interaction with cell-surface M6PR mediates endocytosis and targeting to lysosomes. {ECO:0000305|PubMed:11125141}.",azurophil granule lumen [GO:0035578]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
PLA2G15,lysosome,Schroder2019,Phospholipase A2 group XV,10.50422433,21.52474956,Lysosome,NA,NA,NA,"Lysosome {ECO:0000269|PubMed:23958596}. Secreted {ECO:0000269|PubMed:10092508, ECO:0000269|PubMed:20410020}. Membrane {ECO:0000269|PubMed:25727495}; Peripheral membrane protein {ECO:0000269|PubMed:25727495}.",extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; membrane [GO:0016020]; nucleoplasm [GO:0005654]
PLBD2,lysosome,Schroder2019,Putative phospholipase B-like 2,19.178322,103.2683032,Lysosome,NA,ER lumen,no prediction,Lysosome lumen {ECO:0000269|PubMed:17105447}.,extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]
PPT2,lysosome,Schroder2019,Lysosomal thioesterase PPT2,51.9756913,77.95770284,Lysosome,NA,NA,NA,Lysosome {ECO:0000269|PubMed:9341199}.,extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
PPT1,lysosome,Schroder2019,Palmitoyl-protein thioesterase 1,114.5485967,421.7089361,Lysosome,NA,NA,NA,Lysosome {ECO:0000269|PubMed:19941651}. Secreted {ECO:0000250|UniProtKB:P45478}.,axon [GO:0030424]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleus [GO:0005634]; synaptic vesicle [GO:0008021]
PRCP,lysosome,Schroder2019,Lysosomal Pro-X carboxypeptidase,40.5622114,131.2044091,Lysosome,NA,NA,NA,Lysosome.,azurophil granule membrane [GO:0035577]; basal part of cell [GO:0045178]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
PSAP,lysosome,Schroder2019,Prosaposin,200.1343467,68.20325217,Lysosome,NA,NA,NA,"Lysosome {ECO:0000269|PubMed:14657016, ECO:0000269|PubMed:21835174, ECO:0000269|PubMed:22431521}.; [Prosaposin]: Secreted {ECO:0000250|UniProtKB:Q61207}. Note=Secreted as a fully glycosylated 70 kDa protein composed of complex glycans. {ECO:0000250|UniProtKB:Q61207}.",azurophil granule membrane [GO:0035577]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
RNASET2,lysosome,Schroder2019,Ribonuclease T2,43.79618733,103.4869414,Lysosome,NA,NA,NA,"Secreted {ECO:0000269|PubMed:15809705, ECO:0000269|PubMed:16620762}. Lysosome lumen {ECO:0000269|PubMed:16620762}. Endoplasmic reticulum lumen {ECO:0000269|PubMed:16620762}. Mitochondrion intermembrane space {ECO:0000269|PubMed:28730546, ECO:0000269|PubMed:30184494, ECO:0000269|PubMed:30385512}. Note=Full-length RNASET2 is found in the endoplasmic reticulum while smaller RNASET2 proteolytic products are found in the lysosome fraction. {ECO:0000269|PubMed:16620762}.",azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]
SCPEP1,lysosome,Schroder2019,Retinoid-inducible serine carboxypeptidase,60.45672563,415.0617186,Lysosome,NA,NA,NA,Secreted {ECO:0000305}.,cytosol [GO:0005829]; extracellular exosome [GO:0070062]
SGSH,lysosome,Schroder2019,N-sulphoglucosamine sulphohydrolase,32.25250767,88.73765986,ER,NA,NA,NA,Lysosome {ECO:0000269|PubMed:15146460}.,extracellular exosome [GO:0070062]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
SIAE,lysosome,Schroder2019,Sialate O-acetylesterase,7.378965667,11.6310793,Lysosome,NA,NA,NA,Lysosome {ECO:0000305}. Secreted.,extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; lysosome [GO:0005764]
SMPD1,lysosome,Schroder2019,Sphingomyelin phosphodiesterase,6.757525667,1.854933111,,NA,NA,NA,"Lysosome {ECO:0000269|PubMed:16787399, ECO:0000269|PubMed:18815062, ECO:0000269|PubMed:20530211, ECO:0000269|PubMed:20807762, ECO:0000269|PubMed:27659707, ECO:0000269|PubMed:9660788}. Lipid droplet {ECO:0000269|PubMed:25339683}. Secreted {ECO:0000269|PubMed:12563314, ECO:0000269|PubMed:16787399, ECO:0000269|PubMed:17303575, ECO:0000269|PubMed:20530211, ECO:0000269|PubMed:20807762, ECO:0000269|PubMed:22573858, ECO:0000269|PubMed:27659707, ECO:0000269|PubMed:8702487, ECO:0000269|PubMed:9030779, ECO:0000269|PubMed:9660788}. Note=The secreted form is induced in a time- and dose-dependent by IL1B and TNF as well as stress and viral infection. This increase of the secreted form seems to be due to exocytosis of the lysosomal form and is Ca(2+)-dependent (PubMed:20807762, PubMed:22573858, PubMed:20530211). Secretion is dependent of phosphorylation at Ser-510 (PubMed:17303575). Secretion is induced by inflammatory mediators such as IL1B, IFNG or TNF as well as infection with bacteria and viruses (PubMed:12563314, PubMed:20807762). {ECO:0000269|PubMed:12563314, ECO:0000269|PubMed:17303575, ECO:0000269|PubMed:20530211, ECO:0000269|PubMed:20807762, ECO:0000269|PubMed:22573858}.",endolysosome [GO:0036019]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; lamellar body [GO:0042599]; lipid droplet [GO:0005811]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
TPPI,lysosome,Schroder2019,#N/A,#N/A,#N/A,NA,NA,NA,NA,#N/A,#N/A
DNAJC13,early_endosome,Gosney2018,DnaJ homolog subfamily C member 13,17.87290147,81.48270151,Endosome,endosome,"early endosome, recycling endosome","endosome, lysosome",Early endosome {ECO:0000269|PubMed:18256511}. Early endosome membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000269|PubMed:18256511}. Endosome membrane {ECO:0000269|PubMed:24643499}.,azurophil granule membrane [GO:0035577]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]
EEA1,early_endosome,Gosney2018,Early endosome antigen 1,11.09922333,331.8983593,Lysosome,NA,"endosome, lysosome",no prediction,Cytoplasm. Early endosome membrane; Peripheral membrane protein.,axonal spine [GO:0044308]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; extracellular exosome [GO:0070062]; extrinsic component of plasma membrane [GO:0019897]; membrane [GO:0016020]; recycling endosome [GO:0055037]; serine-pyruvate aminotransferase complex [GO:0005969]
SNX6,early_endosome,Gosney2018,Sorting nexin-6,78.26555564,592.1415755,Endosome,endolysosome,"endosome, lysosome","endosome, lysosome","Early endosome {ECO:0000269|PubMed:11485546, ECO:0000269|PubMed:17148574, ECO:0000269|PubMed:19935774}. Early endosome membrane {ECO:0000269|PubMed:19935774, ECO:0000303|PubMed:11485546}; Peripheral membrane protein {ECO:0000269|PubMed:11485546}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle {ECO:0000269|PubMed:20354142}. Cytoplasm {ECO:0000269|PubMed:20830743}. Nucleus {ECO:0000269|PubMed:11591366, ECO:0000269|PubMed:20830743}. Note=Interaction with SNX1 or SNX2 promotes location at endosome membranes (PubMed:19935774). Only a minor proportion is seen in the nucleus. {ECO:0000269|PubMed:19935774}.","cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; nucleus [GO:0005634]; retromer, tubulation complex [GO:0030905]; retromer complex [GO:0030904]; tubular endosome [GO:0097422]"
SNX2,early_endosome,Gosney2018,Sorting nexin-2,77.5962889,984.7570143,Endosome,endolysosome,"endosome, lysosome","endosome, lysosome","Early endosome membrane {ECO:0000269|PubMed:16179610, ECO:0000269|PubMed:17101778}; Peripheral membrane protein {ECO:0000269|PubMed:16179610, ECO:0000269|PubMed:17101778}; Cytoplasmic side {ECO:0000269|PubMed:16179610, ECO:0000269|PubMed:17101778}. Cell projection, lamellipodium {ECO:0000269|PubMed:20604901}. Note=Colocalized with SORT1 to tubular endosomal membrane structures called endosome-to-TGN transport carriers (ETCs) which are budding from early endosome vacuoles just before maturing into late endosome vacuoles (PubMed:18088323). Colocalized with F-actin at the leading edge of lamellipodia in cells in a KALRN-dependent manner (PubMed:20604901). {ECO:0000269|PubMed:18088323, ECO:0000269|PubMed:20604901}.","cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; endosome membrane [GO:0010008]; lamellipodium [GO:0030027]; lysosome [GO:0005764]; membrane [GO:0016020]; protein-containing complex [GO:0032991]; retromer, tubulation complex [GO:0030905]; retromer complex [GO:0030904]"
STX7,early_endosome,Gosney2018,Syntaxin-7,17.68528033,345.380404,Endosome,endolysosome,"endosome, lysosome","endosome, lysosome",Early endosome membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}.,azurophil granule [GO:0042582]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; endomembrane system [GO:0012505]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; immunological synapse [GO:0001772]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; tertiary granule [GO:0070820]; vesicle [GO:0031982]
MYOF,early_endosome,Gosney2018,Myoferlin,0.70828193,0.217616148,Endosome,Golgi,Golgi apparatus,Golgi apparatus,Cell membrane; Single-pass type II membrane protein. Nucleus membrane; Single-pass type II membrane protein. Cytoplasmic vesicle membrane; Single-pass type II membrane protein. Note=Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions. Detected at the plasmalemma in endothelial cells lining intact blood vessels (By similarity). Found at nuclear and plasma membranes. Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures. {ECO:0000250}.,caveola [GO:0005901]; cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]
SCAMP1,early_endosome,Gosney2018,Secretory carrier-associated membrane protein 1,31.44342567,415.828882,Endosome,endolysosome,"endosome, lysosome","endosome, lysosome","Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:15840657}; Multi-pass membrane protein {ECO:0000269|PubMed:15840657}. Recycling endosome membrane {ECO:0000269|PubMed:15840657}; Multi-pass membrane protein {ECO:0000269|PubMed:15840657}.",clathrin-coated vesicle [GO:0030136]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; specific granule membrane [GO:0035579]; synaptic vesicle membrane [GO:0030672]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; zymogen granule membrane [GO:0042589]
SCAMP2,early_endosome,Gosney2018,Secretory carrier-associated membrane protein 2,60.9732167,351.9892545,Endosome,endolysosome,"endosome, lysosome","endosome, lysosome","Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:15840657}; Multi-pass membrane protein {ECO:0000269|PubMed:15840657}. Recycling endosome membrane {ECO:0000269|PubMed:15840657}; Multi-pass membrane protein {ECO:0000269|PubMed:15840657}.",extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; recycling endosome membrane [GO:0055038]; trans-Golgi network membrane [GO:0032588]; transport vesicle [GO:0030133]
SCAMP3,early_endosome,Gosney2018,Secretory carrier-associated membrane protein 3,113.72522,1358.81053,Endosome,endolysosome,"endosome, lysosome","endosome, lysosome",Membrane; Multi-pass membrane protein.,extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; recycling endosome membrane [GO:0055038]; trans-Golgi network membrane [GO:0032588]
SNX27,early_endosome,Gosney2018,Sorting nexin-27,20.6924849,277.8181609,Endosome,endolysosome,"endosome, lysosome","endosome, lysosome","Early endosome membrane; Peripheral membrane protein. Cytoplasm, cytosol. Note=Localizes to immunological synapse in T-cells. In T-cells, recruited from the cytosol to sorting endosomes by phosphoinositide-3-kinase products.",cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; immunological synapse [GO:0001772]; nucleoplasm [GO:0005654]
TBC1D5,early_endosome,Gosney2018,TBC1 domain family member 5,10.34027482,72.10389058,Endosome,endolysosome,"endosome, lysosome","endosome, lysosome","Endosome membrane {ECO:0000269|PubMed:20923837}. Cytoplasmic vesicle, autophagosome {ECO:0000269|PubMed:22354992}. Note=During starvation induced autophagy is relocalized from endosomal localization to LC3-positive autophagosomes. {ECO:0000269|PubMed:22354992}.",autophagosome [GO:0005776]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; retromer complex [GO:0030904]
VP26A,early_endosome,Gosney2018,#N/A,#N/A,#N/A,NA,NA,NA,NA,#N/A,#N/A
VPS35,early_endosome,Gosney2018,Vacuolar protein sorting-associated protein 35,107.2872867,803.7278112,Endosome,NA,chromatin,-,"Cytoplasm. Membrane; Peripheral membrane protein. Endosome {ECO:0000269|PubMed:15078903, ECO:0000269|PubMed:28892079}. Early endosome {ECO:0000305}. Late endosome {ECO:0000305}. Note=Localizes to tubular profiles adjacent to endosomes. {ECO:0000269|PubMed:15078903}.","cytosol [GO:0005829]; early endosome [GO:0005769]; endosome [GO:0005768]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; mitochondrion-derived vesicle [GO:0099073]; retromer, cargo-selective complex [GO:0030906]; retromer complex [GO:0030904]; tubular endosome [GO:0097422]"
